[run number],initial-people,num-infect,immune-chance,recovery-chance,[step],count turtles with [infected?],count turtles with [immune? = true],count turtles,sum [sicktime] of turtles
7,1000,100,50,10,93,409,481,1000,33395
1,1000,100,50,10,73,374,516,1000,23243
4,1000,100,50,10,70,364,514,1000,21995
8,1000,100,50,10,72,345,513,1000,22539
7,1000,100,50,10,94,414,481,1000,33804
7,1000,100,50,10,95,407,481,1000,34218
8,1000,100,50,10,73,356,513,1000,22884
7,1000,100,50,10,96,405,481,1000,34625
5,1000,100,50,10,87,365,507,1000,29403
8,1000,100,50,10,74,353,513,1000,23240
6,1000,100,50,10,66,382,502,1000,21739
4,1000,100,50,10,71,355,514,1000,22359
1,1000,100,50,10,74,377,516,1000,23617
